timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740488471908,100,0.00988728,10114,49300,4.87443148
1740488501909,300,0.00999967,30001,147900,4.92983567
1740488531909,300,0.01000000,30000,147900,4.93000000
1740488561908,300,0.01000033,29999,147900,4.93016434
1740488591908,300,0.01000000,30000,147900,4.93000000
1740488621908,300,0.01000000,30000,147900,4.93000000
1740488651909,300,0.00999967,30001,147900,4.92983567
