timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740489161431,100,0.00988728,10114,49300,4.87443148
1740489191430,300,0.01000033,29999,147900,4.93016434
1740489221430,300,0.01000000,30000,147900,4.93000000
1740489251430,300,0.01000000,30000,147900,4.93000000
1740489281431,300,0.00999967,30001,147900,4.92983567
1740489311430,300,0.01000033,29999,147900,4.93016434
1740489341430,300,0.01000000,30000,147900,4.93000000
