timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740488701709,10,0.00098892,10112,4930,0.48753956
1740488731709,30,0.00100000,30000,14790,0.49300000
1740488761709,30,0.00100000,30000,14790,0.49300000
1740488791710,30,0.00099997,30001,14790,0.49298357
1740488821710,30,0.00100000,30000,14790,0.49300000
1740488851709,30,0.00100003,29999,14790,0.49301643
1740488881709,30,0.00100000,30000,14790,0.49300000
