timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740485334160,0,0.00000000,10127,0,0.00000000
1740485364161,4,0.00013333,30000,1783990,59.46633333
1740485394161,3,0.00010000,30001,1441275,48.04089864
1740485424160,3,0.00010000,29999,1441275,48.04410147
1740485454160,3,0.00010000,30000,1441275,48.04250000
1740485484161,3,0.00010000,30001,1441275,48.04089864
1740485514160,3,0.00010000,29999,1441275,48.04410147
