timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740485792868,100,0.00989413,10107,90500,8.95419017
1740485822868,300,0.01000000,30000,271500,9.05000000
1740485852869,300,0.01000000,30000,271500,9.05000000
1740485882868,300,0.01000000,30000,271500,9.05000000
1740485912868,300,0.01000000,30000,271500,9.05000000
1740485942869,300,0.00999967,30001,271500,9.04969834
1740485972868,300,0.01000033,29999,271500,9.05030168
