timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740489849838,10,0.00098844,10117,4930,0.48729861
1740489879838,30,0.00100000,30000,14790,0.49300000
1740489909838,30,0.00100003,29999,14790,0.49301643
1740489939838,30,0.00100000,30000,14790,0.49300000
1740489969837,30,0.00100000,30000,14790,0.49300000
1740489999837,30,0.00100000,30000,14790,0.49300000
1740490029837,30,0.00100000,30000,14790,0.49300000
