timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740489620444,1,0.00009888,10113,493,0.04874913
1740489650443,3,0.00010000,30000,1479,0.04930000
1740489680444,3,0.00010000,30001,1479,0.04929836
1740489710444,3,0.00010000,29999,1479,0.04930164
1740489740443,3,0.00010000,30000,1479,0.04930000
1740489770443,3,0.00010000,30000,1479,0.04930000
1740489800443,3,0.00010000,30000,1479,0.04930000
