timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740489390683,10,0.00098892,10112,4930,0.48753956
1740489420682,30,0.00100003,29999,14790,0.49301643
1740489450683,30,0.00099997,30001,14790,0.49298357
1740489480682,30,0.00100003,29999,14790,0.49301643
1740489510682,30,0.00100000,30000,14790,0.49300000
1740489540682,30,0.00100000,30000,14790,0.49300000
1740489570683,30,0.00099997,30001,14790,0.49298357
