timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740488242239,1000,0.09884353,10117,493000,48.72986063
1740488272239,3000,0.10000000,30000,1479000,49.30000000
1740488302240,3000,0.09999667,30001,1479000,49.29835672
1740488332240,3000,0.10000000,30000,1479000,49.30000000
1740488362239,3000,0.10000333,29999,1479000,49.30164339
1740488392240,3000,0.10000000,30000,1479000,49.30000000
1740488422239,3000,0.10000333,29999,1479000,49.30164339
