timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740486252401,1,0.00009891,10110,45934,4.54342235
1740486282402,3,0.00010000,30001,145275,4.84233859
1740486312402,3,0.00010000,30000,145275,4.84250000
1740486342401,3,0.00010000,29999,145275,4.84266142
1740486372401,3,0.00010000,30000,145275,4.84250000
1740486402401,3,0.00010000,30000,145275,4.84250000
1740486432402,3,0.00010000,30000,145275,4.84250000
