timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740497625020,9945,0.98231924,10124,4656410,459.93777163
1740497655019,29995,0.99986666,29999,14187635,472.93693123
1740497685021,30006,1.00016666,30001,14192838,473.07883071
1740497715019,30000,1.00003333,29999,14190000,473.01576719
1740497745019,30000,1.00000000,30000,14190000,473.00000000
1740497775020,30002,1.00003333,30001,14190946,473.01576614
