timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740484644110,1001,0.09905987,10105,905905,89.64918357
1740484674110,3000,0.10000000,30000,2715000,90.50000000
1740484704109,3000,0.10000000,30000,2715000,90.50000000
1740484734110,3000,0.10000000,30000,2715000,90.50000000
1740484764110,3000,0.10000000,30000,2715000,90.50000000
1740484794109,3000,0.10000000,30000,2715000,90.50000000
1740484824109,3000,0.10000000,30000,2715000,90.50000000
