timestamp,total_messages,messages_per_millisecond,total_time_elapsed,bytes_received,bytes_per_millisecond
1740486482027,100,0.00989805,10103,47300,4.68177769
1740486512026,300,0.01000000,30000,141900,4.73000000
1740486542027,300,0.00999967,30001,141900,4.72984234
1740486572026,300,0.01000033,29999,141900,4.73015767
1740486602026,300,0.01000000,30000,141900,4.73000000
1740486632026,300,0.01000000,30000,141900,4.73000000
1740486662026,300,0.01000000,30000,141900,4.73000000
